empreendimento,ano,mes,ano_mes,produto,id_produto,safra,uf,municipio,cod_ibge,unidade_comercializacao,vlr_custo_variavel_ha,vlr_custo_variavel_unidade,vlr_custo_fixo_ha,vlr_custo_fixo_unidade,vlr_renda_fator_ha,vlr_renda_fator_unidade
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7498,TODAS                                   ,MG,MANHUAÇU-MG                                       ,3139409,60 kg   ,15019.76,429.11,1797.46,51.36,729.88,20.86
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7498,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,12790.23,376.18,2344.09,68.94,1407.56,41.4
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7090,TODAS                                   ,RO,CACOAL-RO                                         ,1100049,60 kg   ,9865.86,151.78,1018.05,15.66,786.87,12.11
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7090,TODAS                                   ,RO,NOVA BRASILÂNDIA D'OESTE-RO                       ,1100148,60 kg   ,12170.06,173.87,776.6,11.1,555.43,7.94
AGRICULTURA FAMILIAR                    ,2018,11,201811,LARANJA                                 ,12290,TODAS                                   ,BA,RIO REAL-BA                                       ,2927002,t       ,8322.08,416.09,2139.09,106.95,518.01,25.9
AGRICULTURA FAMILIAR                    ,2019,3,201903,CAFE                                    ,7498,TODAS                                   ,BA,BARRA DO CHOÇA-BA                                 ,2902906,60 kg   ,12600.08,420.0,1296.41,43.21,802.69,26.76
AGRICULTURA FAMILIAR                    ,2019,3,201903,CAFE                                    ,7498,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,12792.1,376.24,2362.39,69.48,1296.49,38.13
AGRICULTURA FAMILIAR                    ,2019,3,201903,CAFE                                    ,7090,TODAS                                   ,RO,CACOAL-RO                                         ,1100049,60 kg   ,11355.88,174.71,1110.6,17.09,727.43,11.19
AGRICULTURA FAMILIAR                    ,2019,3,201903,LARANJA                                 ,12290,TODAS                                   ,BA,RIO REAL-BA                                       ,2927002,t       ,7663.32,383.16,2073.98,103.7,535.83,26.79
AGRICULTURA FAMILIAR                    ,2019,3,201903,MILHO                                   ,4742,1ª SAFRA                                ,RS,CANGUÇU-RS                                        ,4304507,60 kg   ,1350.3,20.25,534.58,8.02,212.25,3.18
AGRICULTURA FAMILIAR                    ,2019,3,201903,TANGERINA                               ,5983,TODAS                                   ,RS,MONTENEGRO-RS                                     ,4312401,24 kg   ,9912.79,11.89,2738.75,3.29,1436.96,1.72
AGRICULTURA FAMILIAR                    ,2019,3,201903,TRIGO                                   ,11153,TODAS                                   ,RS,AJURICABA-RS                                      ,4300208,60 kg   ,1573.82,28.61,353.28,6.42,684.76,12.45
AGRICULTURA FAMILIAR                    ,2019,3,201903,UVA                                     ,11144,TODAS                                   ,RS,FLORES DA CUNHA-RS                                ,4308201,kg      ,20895.69,1.04,3675.21,0.18,1028.46,0.05
AGRICULTURA FAMILIAR                    ,2020,3,202003,CACAU CULTIVADO                         ,11953,TODAS                                   ,BA,MUTUÍPE-BA                                        ,2922409,15 kg   ,4846.85,138.48,871.94,24.91,635.85,18.17
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7498,TODAS                                   ,BA,BARRA DO CHOÇA-BA                                 ,2902906,60 kg   ,14229.3,355.73,1198.25,29.96,337.78,8.44
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7090,TODAS                                   ,BA,ITABELA-BA                                        ,2914653,60 kg   ,13445.6,185.46,1489.18,20.54,469.48,6.48
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7090,TODAS                                   ,ES,CASTELO-ES                                        ,3201407,60 kg   ,16863.87,281.06,2086.48,34.77,832.03,13.87
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7090,TODAS                                   ,ES,COLATINA-ES                                       ,3201506,60 kg   ,18452.78,307.54,3025.27,50.42,612.83,10.21
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7090,TODAS                                   ,ES,PINHEIROS-ES                                      ,3204104,60 kg   ,17229.62,275.68,7619.09,121.91,3426.4,54.82
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7090,TODAS                                   ,ES,RIO BANANAL-ES                                    ,3204351,60 kg   ,18091.81,241.22,2659.5,35.46,1021.47,13.62
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7498,TODAS                                   ,ES,VENDA NOVA DO IMIGRANTE-ES                        ,3205069,60 kg   ,10309.45,294.56,675.17,19.29,981.07,28.03
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7498,TODAS                                   ,MG,GUAXUPÉ-MG                                        ,3128709,60 kg   ,9621.19,320.71,1302.24,43.41,635.18,21.17
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7498,TODAS                                   ,MG,MANHUAÇU-MG                                       ,3139409,60 kg   ,9577.46,368.36,2446.34,94.09,772.12,29.7
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7498,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,13321.43,391.81,2217.46,65.22,2096.3,61.66
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7090,TODAS                                   ,RO,MACHADINHO D'OESTE-RO                             ,1100130,60 kg   ,17013.46,139.45,3263.91,26.75,376.18,3.08
AGRICULTURA FAMILIAR                    ,2020,3,202003,CAFE                                    ,7090,TODAS                                   ,RO,NOVA BRASILÂNDIA D'OESTE-RO                       ,1100148,60 kg   ,14160.4,135.96,4083.3,39.21,610.27,5.86
AGRICULTURA FAMILIAR                    ,2020,3,202003,CEBOLA                                  ,5368,TODAS                                   ,SC,ALFREDO WAGNER-SC                                 ,4200705,kg      ,20566.19,0.82,1438.69,0.06,1404.4,0.06
AGRICULTURA FAMILIAR                    ,2020,3,202003,LARANJA                                 ,12290,TODAS                                   ,BA,RIO REAL-BA                                       ,2927002,t       ,7818.55,390.94,2107.22,105.36,660.18,33.01
AGRICULTURA FAMILIAR                    ,2020,3,202003,MILHO                                   ,4742,1ª SAFRA                                ,RS,CANGUÇU-RS                                        ,4304507,60 kg   ,1674.26,25.11,591.42,8.87,217.74,3.27
AGRICULTURA FAMILIAR                    ,2020,3,202003,MILHO                                   ,4742,1ª SAFRA                                ,RS,VENÂNCIO AIRES-RS                                 ,4322608,60 kg   ,2803.99,25.89,527.91,4.87,288.01,2.66
AGRICULTURA FAMILIAR                    ,2020,3,202003,TANGERINA                               ,5983,TODAS                                   ,RS,MONTENEGRO-RS                                     ,4312401,24 kg   ,10250.92,12.3,2740.66,3.29,1450.09,1.74
AGRICULTURA FAMILIAR                    ,2020,3,202003,TRIGO                                   ,11153,TODAS                                   ,PR,GUARAPUAVA-PR                                     ,4109401,60 kg   ,2347.65,39.13,743.3,12.39,475.01,7.92
AGRICULTURA FAMILIAR                    ,2020,3,202003,TRIGO                                   ,11153,TODAS                                   ,RS,AJURICABA-RS                                      ,4300208,60 kg   ,1687.07,30.68,365.64,6.65,685.14,12.46
AGRICULTURA FAMILIAR                    ,2020,3,202003,UVA                                     ,11144,TODAS                                   ,RS,FLORES DA CUNHA-RS                                ,4308201,kg      ,22102.03,1.11,3819.38,0.19,1040.43,0.05
AGRICULTURA FAMILIAR                    ,2021,3,202103,BANANA                                  ,4629,TODAS                                   ,MG,BRAZÓPOLIS-MG                                     ,3108909,kg      ,8697.62,0.96,793.84,0.09,63.79,0.01
AGRICULTURA FAMILIAR                    ,2021,3,202103,CACAU CULTIVADO                         ,11953,TODAS                                   ,BA,ILHÉUS-BA                                         ,2913606,15 kg   ,10979.63,137.24,754.63,9.43,60.31,0.75
AGRICULTURA FAMILIAR                    ,2021,3,202103,CACAU CULTIVADO                         ,11953,TODAS                                   ,BA,MUTUÍPE-BA                                        ,2922409,15 kg   ,5506.11,157.31,691.64,19.76,214.45,6.13
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7498,TODAS                                   ,BA,BARRA DO CHOÇA-BA                                 ,2902906,60 kg   ,15719.55,392.98,1194.49,29.86,134.33,3.36
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7090,TODAS                                   ,BA,ITABELA-BA                                        ,2914653,60 kg   ,15615.46,215.38,1702.84,23.49,130.28,1.8
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7090,TODAS                                   ,ES,CASTELO-ES                                        ,3201407,60 kg   ,20174.24,336.24,1563.88,26.06,273.31,4.56
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7090,TODAS                                   ,ES,PINHEIROS-ES                                      ,3204104,60 kg   ,19409.25,310.55,3665.24,58.64,492.46,7.88
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7090,TODAS                                   ,ES,RIO BANANAL-ES                                    ,3204351,60 kg   ,23213.22,309.51,3283.57,43.78,370.49,4.94
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7498,TODAS                                   ,ES,VENDA NOVA DO IMIGRANTE-ES                        ,3205069,60 kg   ,12616.23,360.47,8623.92,246.4,682.18,19.49
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7498,TODAS                                   ,MG,GUAXUPÉ-MG                                        ,3128709,60 kg   ,11741.82,391.39,1504.52,50.15,239.34,7.98
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7498,TODAS                                   ,MG,MANHUAÇU-MG                                       ,3139409,60 kg   ,11331.54,435.83,2934.0,112.85,108.49,4.17
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7498,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,14369.48,422.63,1882.93,55.38,578.21,17.01
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7090,TODAS                                   ,RO,MACHADINHO D'OESTE-RO                             ,1100130,60 kg   ,18130.18,148.61,2306.49,18.91,100.58,0.82
AGRICULTURA FAMILIAR                    ,2021,3,202103,CAFE                                    ,7090,TODAS                                   ,RO,NOVA BRASILÂNDIA D'OESTE-RO                       ,1100148,60 kg   ,18900.39,181.47,4332.92,41.6,212.89,2.04
AGRICULTURA FAMILIAR                    ,2021,3,202103,CEBOLA                                  ,5368,TODAS                                   ,SC,ALFREDO WAGNER-SC                                 ,4200705,kg      ,21369.67,0.86,1580.68,0.06,394.54,0.02
AGRICULTURA FAMILIAR                    ,2021,3,202103,INHAME                                  ,5528,TODAS                                   ,ES,DOMINGOS MARTINS-ES                               ,3201902,kg      ,30227.04,1.37,2448.77,0.11,409.92,0.02
